bus	device	latitude	longitude	updated
1	stm32	22.35624392142458	113.5981372832702	2018-06-05T10:10:53.552Z
1	stm32	22.356245921076496	113.5981372833975	2018-06-05T10:11:07.654Z
1	stm32	22.356245921076496	113.5981372833975	2018-06-05T10:11:21.735Z
1	stm32	22.35617593805624	113.59811429307715	2018-06-05T10:11:35.953Z
1	stm32	22.355029307160923	113.59736769257647	2018-06-05T10:11:49.973Z
1	stm32	22.353334922240954	113.59619338069383	2018-06-05T10:12:04.075Z
1	stm32	22.351702565433285	113.59509507980226	2018-06-05T10:12:18.294Z
1	stm32	22.351120810523234	113.59469834678343	2018-06-05T10:12:32.307Z
1	stm32	22.35110380238136	113.59472932169473	2018-06-05T10:12:46.468Z
1	stm32	22.351101805630925	113.59472132775835	2018-06-05T10:13:00.588Z
1	stm32	22.35110380527	113.59472132788567	2018-06-05T10:13:14.648Z
1	stm32	22.35070296164409	113.59449248085077	2018-06-05T10:13:28.770Z
1	stm32	22.349668412284302	113.5938139586923	2018-06-05T10:13:42.909Z
1	stm32	22.347935154426924	113.59281568771048	2018-06-05T10:13:56.971Z
1	stm32	22.345854786092215	113.59228202319967	2018-06-05T10:14:11.135Z
1	stm32	22.343383149011625	113.5925026705673	2018-06-05T10:14:25.451Z
1	stm32	22.341159328199705	113.59305105385357	2018-06-05T10:14:39.633Z
1	stm32	22.339023522237447	113.59356948177692	2018-06-05T10:14:53.503Z
1	stm32	22.337127710385435	113.59402698678089	2018-06-05T10:15:07.629Z
1	stm32	22.33533484418284	113.59461340733498	2018-06-05T10:15:28.543Z
1	stm32	22.333967826937464	113.59545268258076	2018-06-05T10:15:35.783Z
1	stm32	22.332292650038323	113.59724332598883	2018-06-05T10:15:51.843Z
1	stm32	22.330611599977445	113.59916504455335	2018-06-05T10:16:05.989Z
1	stm32	22.328412916298852	113.60015636610457	2018-06-05T10:16:20.128Z
1	stm32	22.32671615732776	113.6014296333155	2018-06-05T10:16:34.187Z
1	stm32	22.325560362150824	113.6032298039974	2018-06-05T10:16:48.287Z
1	stm32	22.323859767590445	113.60428932046625	2018-06-05T10:17:03.068Z
1	stm32	22.321470294430828	113.60447210894078	2018-06-05T10:17:16.524Z
1	stm32	22.319490708908926	113.60422006561635	2018-06-05T10:17:30.624Z
1	stm32	22.319255756754828	113.60415907108846	2018-06-05T10:17:44.817Z
1	stm32	22.319232761798766	113.60415906962687	2018-06-05T10:18:00.839Z
1	stm32	22.318225963487812	113.60376314222883	2018-06-05T10:18:16.880Z
1	stm32	22.316700282235107	113.60271044331657	2018-06-05T10:18:33.422Z
1	stm32	22.31560058042671	113.60126900104555	2018-06-05T10:18:50.644Z
1	stm32	22.314822959188447	113.59940790398966	2018-06-05T10:19:09.479Z
1	stm32	22.31483462132172	113.59637380318232	2018-06-05T10:19:27.199Z
1	stm32	22.31492934508656	113.59416246472297	2018-06-05T10:19:41.497Z
1	stm32	22.3145629732602	113.59285153155228	2018-06-05T10:19:55.475Z
1	stm32	22.314169393001617	113.59213513650568	2018-06-05T10:20:09.561Z
1	stm32	22.313546062105242	113.59108306596416	2018-06-05T10:20:24.051Z
1	stm32	22.31347316326252	113.590923213152	2018-06-05T10:20:37.952Z
1	stm32	22.313475162810178	113.59092321327917	2018-06-05T10:20:52.273Z
1	stm32	22.31347316326252	113.590923213152	2018-06-05T10:21:06.752Z
1	stm32	22.313439220150386	113.5908312988384	2018-06-05T10:21:20.512Z
1	stm32	22.31344521879314	113.59083129921989	2018-06-05T10:21:34.731Z
1	stm32	22.31344321924555	113.59083129909273	2018-06-05T10:21:48.334Z
1	stm32	22.31336829391402	113.5907243969971	2018-06-05T10:22:02.436Z
1	stm32	22.312650088375438	113.58961145228662	2018-06-05T10:22:16.596Z
1	stm32	22.312179684173103	113.58881125014236	2018-06-05T10:22:30.755Z
1	stm32	22.312130748258415	113.58872733558917	2018-06-05T10:22:44.996Z
1	stm32	22.31213074320407	113.5887353271403	2018-06-05T10:22:59.055Z
1	stm32	22.312107772476764	113.5886973658367	2018-06-05T10:23:13.076Z
1	stm32	22.312040870455608	113.58856749947665	2018-06-05T10:23:27.174Z
1	stm32	22.31204486954415	113.58856749973103	2018-06-05T10:23:41.498Z
1	stm32	22.312048863520552	113.5885754914762	2018-06-05T10:23:55.335Z
1	stm32	22.311745209745006	113.58814893053588	2018-06-05T10:24:09.478Z
1	stm32	22.310959281265596	113.58685332548474	2018-06-05T10:24:23.539Z
1	stm32	22.31082147819501	113.58662458006194	2018-06-05T10:24:37.736Z
1	stm32	22.310823477736395	113.58662458018914	2018-06-05T10:24:51.815Z
1	stm32	22.310812480258818	113.58662457948951	2018-06-05T10:25:05.905Z
1	stm32	22.310816474253794	113.58663157165725	2018-06-05T10:25:19.998Z
1	stm32	22.310825466378148	113.58663956299057	2018-06-05T10:25:34.097Z
1	stm32	22.310825460569156	113.58664755375449	2018-06-05T10:25:48.260Z
1	stm32	22.31069465288846	113.58642580284099	2018-06-05T10:26:03.361Z
1	stm32	22.31011154479358	113.58542795274505	2018-06-05T10:26:16.462Z
1	stm32	22.309313513522348	113.58445210814696	2018-06-05T10:26:30.559Z
1	stm32	22.30920050174451	113.5844980431615	2018-06-05T10:26:44.700Z
1	stm32	22.309227533399977	113.58445210267601	2018-06-05T10:27:00.861Z
1	stm32	22.309208537792717	113.58445210146732	2018-06-05T10:27:14.804Z
1	stm32	22.309200533044645	113.58446009089963	2018-06-05T10:27:28.925Z
1	stm32	22.309191554101993	113.5844371192541	2018-06-05T10:27:43.084Z
1	stm32	22.30919655294587	113.58443711957219	2018-06-05T10:27:57.245Z
1	stm32	22.30909763871611	113.58436120903544	2018-06-05T10:28:11.267Z
1	stm32	22.308122530520198	113.58357615318113	2018-06-05T10:28:25.387Z
1	stm32	22.30670449998008	113.58285201666574	2018-06-05T10:28:40.027Z
1	stm32	22.305190545873813	113.5820979395857	2018-06-05T10:28:53.583Z
1	stm32	22.303631705001084	113.58126699434793	2018-06-05T10:29:07.747Z
1	stm32	22.301582369969587	113.58008655861829	2018-06-05T10:29:21.947Z
1	stm32	22.3001011214126	113.5787604454937	2018-06-05T10:29:35.945Z
1	stm32	22.299207758060046	113.57748037821686	2018-06-05T10:29:50.390Z
1	stm32	22.2980616837603	113.57607158205064	2018-06-05T10:30:04.129Z
1	stm32	22.268381852810613	113.53990931145496	2018-06-05T10:44:34.216Z
1	stm32	22.26785038715866	113.5362814635069	2018-06-05T10:45:32.807Z
1	stm32	22.267365268966792	113.534121252978	2018-06-05T10:46:15.162Z
1	stm32	22.267805641204376	113.53356605247036	2018-06-05T10:46:32.047Z
1	stm32	22.26730133637597	113.53336067688151	2018-06-05T10:46:49.465Z
1	stm32	22.268030352787765	113.53364979936023	2018-06-05T10:47:03.407Z
1	stm32	22.268127551661063	113.53356607317761	2018-06-05T10:47:17.529Z
1	stm32	22.26771066764398	113.53356604636114	2018-06-05T10:47:31.828Z
1	stm32	22.267824883445034	113.53347434694032	2018-06-05T10:47:45.808Z
1	stm32	22.267822924377402	113.53345939464222	2018-06-05T10:47:59.870Z
1	stm32	22.267584273422617	113.53225026372137	2018-06-05T10:48:16.050Z
1	stm32	22.267518941263273	113.53091957174571	2018-06-05T10:48:30.170Z
1	stm32	22.267697840287386	113.52700348231484	2018-06-05T10:49:25.870Z
1	stm32	22.266945137748444	113.52697253670718	2018-06-05T10:49:43.277Z
1	stm32	22.266538328721108	113.52659277676183	2018-06-05T10:50:01.039Z
1	stm32	22.266637183890854	113.52523134341124	2018-06-05T10:50:17.376Z
1	stm32	22.266626209791543	113.52522336950133	2018-06-05T10:50:33.636Z
1	stm32	22.266620211469025	113.52522336911439	2018-06-05T10:50:50.518Z
1	stm32	22.26661818920279	113.5252313421859	2018-06-05T10:51:06.637Z
1	stm32	22.26661618976196	113.52523134205693	2018-06-05T10:51:22.857Z
1	stm32	22.26661618976196	113.52523134205693	2018-06-05T10:51:39.219Z
1	stm32	22.266603259022567	113.52520841826983	2018-06-05T10:51:55.716Z
1	stm32	22.26611756166836	113.52410610174906	2018-06-05T10:52:12.439Z
1	stm32	22.265649483059317	113.52176402483906	2018-06-05T10:52:28.863Z
1	stm32	22.264771849572774	113.51831979347914	2018-06-05T10:52:51.959Z
1	stm32	22.26295063549199	113.51890465765042	2018-06-05T10:53:09.358Z
1	stm32	22.260760406635722	113.51919352042925	2018-06-05T10:53:26.911Z
1	stm32	22.25845253196948	113.51937574346842	2018-06-05T10:53:45.691Z
1	stm32	22.25740281188502	113.51938364819524	2018-06-05T10:54:02.450Z
1	stm32	22.25724574580497	113.51942150773388	2018-06-05T10:54:18.929Z
1	stm32	22.256780701594472	113.51948226853267	2018-06-05T10:54:35.373Z
1	stm32	22.2563516237243	113.51955100427818	2018-06-05T10:54:52.588Z
1	stm32	22.256261561880102	113.51958089563715	2018-06-05T10:55:08.951Z
1	stm32	22.25626551378558	113.51959684105847	2018-06-05T10:55:25.612Z
1	stm32	22.2562305239614	113.51959683879761	2018-06-05T10:55:41.708Z
1	stm32	22.25522950469424	113.51970241091857	2018-06-05T10:55:57.749Z
1	stm32	22.25426644911831	113.51981695480684	2018-06-05T10:56:13.830Z
1	stm32	22.25369646090644	113.51986973650314	2018-06-05T10:56:30.033Z
1	stm32	22.252317330597243	113.52005202104638	2018-06-05T10:56:46.808Z
1	stm32	22.25076618640187	113.52025721624254	2018-06-05T10:57:04.181Z
1	stm32	22.249482298934144	113.5203488188077	2018-06-05T10:57:20.741Z
1	stm32	22.249385304440125	113.52035678519933	2018-06-05T10:57:36.862Z
1	stm32	22.249421206005085	113.52038668498315	2018-06-05T23:15:33.718Z
1	stm32	22.24921219885732	113.52075142143933	2018-06-05T23:15:50.319Z
1	stm32	22.24915121704562	113.5207514175017	2018-06-05T23:16:06.937Z
1	stm32	22.24916510196534	113.52078928870576	2018-06-05T23:16:23.141Z
1	stm32	22.249201067885142	113.52079726372665	2018-06-05T23:16:39.360Z
1	stm32	22.24920306728885	113.52079726385575	2018-06-05T23:16:55.439Z
1	stm32	22.249203090635024	113.52078929115868	2018-06-05T23:17:11.621Z
1	stm32	22.249208109572884	113.52078231537214	2018-06-05T23:17:27.822Z
1	stm32	22.24920806579813	113.52079726417851	2018-06-05T23:17:43.980Z
1	stm32	22.24921006520185	113.5207972643076	2018-06-05T23:18:00.201Z
1	stm32	22.24921006520185	113.5207972643076	2018-06-05T23:18:16.462Z
1	stm32	22.24921202083371	113.52081221324585	2018-06-05T23:18:32.464Z
1	stm32	22.24922210539901	113.52078231627586	2018-06-05T23:18:48.684Z
1	stm32	22.249220105995267	113.52078231614675	2018-06-05T23:19:05.463Z
1	stm32	22.249228147387917	113.52076736785958	2018-06-05T23:19:21.926Z
1	stm32	22.2492291470898	113.52076736792414	2018-06-05T23:19:37.886Z
1	stm32	22.24922912665987	113.52077434403212	2018-06-05T23:19:53.944Z
1	stm32	22.24922912665987	113.52077434403212	2018-06-05T23:20:09.969Z
1	stm32	22.24923912367873	113.52077434467763	2018-06-05T23:20:26.098Z
1	stm32	22.249245098542378	113.52078231776052	2018-06-05T23:20:42.303Z
1	stm32	22.24924105596004	113.52079726630868	2018-06-05T23:20:59.222Z
1	stm32	22.24924905357522	113.52079726682507	2018-06-05T23:21:16.443Z
1	stm32	22.249243011591968	113.5208122152469	2018-06-05T23:21:32.985Z
1	stm32	22.249243032018477	113.52080523913563	2018-06-05T23:21:49.283Z
1	stm32	22.249236990036806	113.52082018755894	2018-06-05T23:22:05.964Z
1	stm32	22.249227992719845	113.52082018697799	2018-06-05T23:22:22.006Z
1	stm32	22.249226037086405	113.52080523803826	2018-06-05T23:22:38.125Z
1	stm32	22.24921204126022	113.52080523713457	2018-06-05T23:22:54.143Z
1	stm32	22.24920306728885	113.52079726385575	2018-06-05T23:23:10.262Z
1	stm32	22.249231146493564	113.52076736805324	2018-06-05T23:23:26.245Z
1	stm32	22.249561293379855	113.52068367610694	2018-06-05T23:23:42.327Z
1	stm32	22.250916404918364	113.5205083646779	2018-06-05T23:23:58.405Z
1	stm32	22.252234573547742	113.52031810252956	2018-06-05T23:24:14.448Z
1	stm32	22.253054709363255	113.5201895965938	2018-06-05T23:24:30.437Z
1	stm32	22.254120574943865	113.52012887409141	2018-06-05T23:24:46.595Z
1	stm32	22.254164652786056	113.5200979829901	2018-06-05T23:25:03.480Z
1	stm32	22.254652709024505	113.52003024718691	2018-06-05T23:25:21.801Z
1	stm32	22.25607176668518	113.51986988995986	2018-06-05T23:25:39.079Z
1	stm32	22.25647260323418	113.51988586107613	2018-06-05T23:25:52.537Z
1	stm32	22.25647964807664	113.51986991631244	2018-06-05T23:26:06.457Z
1	stm32	22.25659668148604	113.51984700262696	2018-06-05T23:26:20.579Z
1	stm32	22.25756184729411	113.5196955855987	2018-06-05T23:26:40.519Z
1	stm32	22.25913881758435	113.51955118438518	2018-06-05T23:26:56.399Z
1	stm32	22.26086088436269	113.5193609505617	2018-06-05T23:27:14.482Z
1	stm32	22.26190492132164	113.51924740911235	2018-06-05T23:27:32.240Z
1	stm32	22.26257777695893	113.51923150750305	2018-06-05T23:27:48.462Z
1	stm32	22.26412682908221	113.51906518081586	2018-06-05T23:28:05.721Z
1	stm32	22.265033430655393	113.51945290475747	2018-06-05T23:28:22.170Z
1	stm32	22.26532146471035	113.52077538343113	2018-06-05T23:28:39.612Z
1	stm32	22.26557773300775	113.52237194829443	2018-06-05T23:28:56.913Z
1	stm32	22.265699777825272	113.52303370664735	2018-06-05T23:29:12.986Z
1	stm32	22.265788401181773	113.52384695652486	2018-06-05T23:29:27.065Z
1	stm32	22.2659280834096	113.52463829354718	2018-06-05T23:29:41.205Z
1	stm32	22.265937057985354	113.52464626725381	2018-06-05T23:29:55.283Z
1	stm32	22.26592904019024	113.52465324322394	2018-06-05T23:30:09.404Z
1	stm32	22.265924041591926	113.52465324290144	2018-06-05T23:30:23.488Z
1	stm32	22.26593903738694	113.52465324386897	2018-06-05T23:30:37.606Z
1	stm32	22.265943036265647	113.52465324412698	2018-06-05T23:30:51.727Z
1	stm32	22.26595003430343	113.5246532445785	2018-06-05T23:31:05.785Z
1	stm32	22.265958032060965	113.52465324509453	2018-06-05T23:31:19.909Z
1	stm32	22.26597885159306	113.52471404157511	2018-06-05T23:31:34.128Z
1	stm32	22.26600927378195	113.524912375622	2018-06-05T23:31:48.209Z
1	stm32	22.266181030905773	113.52602963613812	2018-06-05T23:32:02.299Z
1	stm32	22.266395012743715	113.52777882098972	2018-06-05T23:32:18.480Z
1	stm32	22.26663744486345	113.52902571565446	2018-06-05T23:32:35.280Z
1	stm32	22.266696813047986	113.52924599456361	2018-06-05T23:32:51.338Z
1	stm32	22.26676443269853	113.52937557294155	2018-06-05T23:33:07.439Z
1	stm32	22.266806187654282	113.52945930055941	2018-06-05T23:33:23.442Z
1	stm32	22.266806123795917	113.52948222526213	2018-06-05T23:33:39.562Z
1	stm32	22.266813910624773	113.52955797704281	2018-06-05T23:33:55.641Z
1	stm32	22.26687875850973	113.53032646450372	2018-06-05T23:34:11.783Z
1	stm32	22.26700272487732	113.5314139319415	2018-06-05T23:34:29.086Z
1	stm32	22.267082973896727	113.53204489437245	2018-06-05T23:34:45.546Z
1	stm32	22.267075954064957	113.5320528681593	2018-06-05T23:35:01.663Z
1	stm32	22.267069977524493	113.53204489353602	2018-06-05T23:35:17.666Z
1	stm32	22.267100449130957	113.53223528082468	2018-06-05T23:35:34.785Z
1	stm32	22.26731384010375	113.53354309412485	2018-06-05T23:35:51.638Z
1	stm32	22.26763411801293	113.53489680849599	2018-06-05T23:36:08.817Z
1	stm32	22.267676245318064	113.53559660232807	2018-06-05T23:36:26.340Z
1	stm32	22.267650044879016	113.5360531660047	2018-06-05T23:36:40.500Z
1	stm32	22.26771292739309	113.53609105124777	2018-06-05T23:36:54.614Z
1	stm32	22.267800983982966	113.5368207755179	2018-06-05T23:37:10.677Z
1	stm32	22.26795112576732	113.53713281378587	2018-06-05T23:37:26.720Z
1	stm32	22.26784397592862	113.5372015931005	2018-06-05T23:37:42.800Z
1	stm32	22.26808672159999	113.53765719574578	2018-06-05T23:37:58.998Z
1	stm32	22.26810017810999	113.53825136207067	2018-06-05T23:38:15.977Z
1	stm32	22.26833162237947	113.53961221098496	2018-06-05T23:38:33.710Z
1	stm32	22.268356285602312	113.53974181844843	2018-06-05T23:38:51.449Z
1	stm32	22.268329293098866	113.53974181671563	2018-06-05T23:39:07.581Z
1	stm32	22.268325273926823	113.53974979221928	2018-06-05T23:39:23.659Z
1	stm32	22.268331272260827	113.53974979260434	2018-06-05T23:39:39.739Z
1	stm32	22.26831225979066	113.53975677017672	2018-06-05T23:39:55.723Z
1	stm32	22.268523369903523	113.54047959463048	2018-06-05T23:40:11.787Z
1	stm32	22.26871094661238	113.54182556992455	2018-06-05T23:40:27.997Z
1	stm32	22.26879552749111	113.5423889014955	2018-06-05T23:40:43.974Z
1	stm32	22.268751409270564	113.54244174212886	2018-06-05T23:41:00.033Z
1	stm32	22.268823891147033	113.54305094817357	2018-06-05T23:41:16.055Z
1	stm32	22.269116704843558	113.54432823243647	2018-06-05T23:41:32.296Z
1	stm32	22.26917789739553	113.54507407893881	2018-06-05T23:41:49.075Z
1	stm32	22.26922774120107	113.54555370402335	2018-06-05T23:42:05.310Z
1	stm32	22.269262750455727	113.54554572912807	2018-06-05T23:42:22.095Z
1	stm32	22.269247548678965	113.54605527196092	2018-06-05T23:42:38.116Z
1	stm32	22.26958432487549	113.54739450631378	2018-06-05T23:42:54.175Z
1	stm32	22.270060312491623	113.55043017382647	2018-06-05T23:43:52.596Z
1	stm32	22.270327797545914	113.55154120968336	2018-06-05T23:44:08.655Z
1	stm32	22.270385384698404	113.55172372779427	2018-06-05T23:44:24.698Z
1	stm32	22.270427910212234	113.55193716419004	2018-06-05T23:44:45.549Z
1	stm32	22.27043559543032	113.55208178188145	2018-06-05T23:45:02.148Z
1	stm32	22.27042249999798	113.55212765976015	2018-06-05T23:45:18.174Z
1	stm32	22.27044131415167	113.55221143968362	2018-06-05T23:45:34.370Z
1	stm32	22.270470750533303	113.55246976087325	2018-06-05T23:45:51.371Z
1	stm32	22.270695053250602	113.5537105394644	2018-06-05T23:46:08.251Z
1	stm32	22.270898700017653	113.55481372313244	2018-06-05T23:46:24.213Z
1	stm32	22.270957121615314	113.55508703291937	2018-06-05T23:46:40.233Z
1	stm32	22.271002812564035	113.55523166973713	2018-06-05T23:46:56.493Z
1	stm32	22.271014715391654	113.55527755451911	2018-06-05T23:47:13.394Z
1	stm32	22.271016729122884	113.55527057229163	2018-06-05T23:47:29.357Z
1	stm32	22.271017667658235	113.5553004967481	2018-06-05T23:47:45.574Z
1	stm32	22.27124992728603	113.55662519881986	2018-06-05T23:48:02.512Z
1	stm32	22.271463614977833	113.55776641254981	2018-06-05T23:48:19.338Z
1	stm32	22.271461631112818	113.55775843182796	2018-06-05T23:48:33.438Z
1	stm32	22.271461631112818	113.55775843182796	2018-06-05T23:48:47.657Z
1	stm32	22.271461631112818	113.55775843182796	2018-06-05T23:49:01.638Z
1	stm32	22.27145963166117	113.55775843170026	2018-06-05T23:49:15.779Z
1	stm32	22.27145963166117	113.55775843170026	2018-06-05T23:49:29.860Z
1	stm32	22.271461631112818	113.55775843182796	2018-06-05T23:49:43.958Z
1	stm32	22.271461631112818	113.55775843182796	2018-06-05T23:49:58.078Z
1	stm32	22.271463630564465	113.55775843195566	2018-06-05T23:50:12.221Z
1	stm32	22.27146164475308	113.55775144881014	2018-06-05T23:50:26.281Z
1	stm32	22.271495087374845	113.55803276834472	2018-06-05T23:50:40.418Z
1	stm32	22.272114357126064	113.55832210914714	2018-06-05T23:50:54.460Z
1	stm32	22.27335948889809	113.55807877636245	2018-06-05T23:51:08.574Z
1	stm32	22.27452948161806	113.5579192377245	2018-06-05T23:51:22.707Z
1	stm32	22.274658506927732	113.55788832099134	2018-06-05T23:51:38.795Z
1	stm32	22.275267550481107	113.5577816191403	2018-06-05T23:51:54.816Z
1	stm32	22.275801509741157	113.55772878182495	2018-06-05T23:52:10.914Z
1	stm32	22.275755850193445	113.55756118718897	2018-06-05T23:52:27.011Z
1	stm32	22.275778664214666	113.55765296492892	2018-06-05T23:52:43.151Z
1	stm32	22.275854481818374	113.55773576822075	2018-06-05T23:52:58.151Z
1	stm32	22.27613648001031	113.55769787847842	2018-06-05T23:53:11.190Z
1	stm32	22.27662366172326	113.55753829860824	2018-06-05T23:53:25.334Z
1	stm32	22.276785602590078	113.55754628947987	2018-06-05T23:53:39.413Z
1	stm32	22.276796554650872	113.55756923420583	2018-06-05T23:53:54.050Z
1	stm32	22.276816549285158	113.55756923548317	2018-06-05T23:54:07.611Z
1	stm32	22.276816564930876	113.55756125495098	2018-06-05T23:54:21.771Z
1	stm32	22.27681458111553	113.55755327429351	2018-06-05T23:54:35.857Z
1	stm32	22.276812581652088	113.55755327416578	2018-06-05T23:54:51.034Z
1	stm32	22.276812566003983	113.55756125469551	2018-06-05T23:55:04.211Z
1	stm32	22.277544550017744	113.55746952550552	2018-06-05T23:55:18.315Z
1	stm32	22.27903949484005	113.55729504809784	2018-06-05T23:55:32.314Z
1	stm32	22.279736776779895	113.5570586729206	2018-06-05T23:55:46.970Z
1	stm32	22.280455616133718	113.55704375565361	2018-06-05T23:56:00.546Z
1	stm32	22.28192178843535	113.55676254277266	2018-06-05T23:56:14.592Z
1	stm32	22.283596411735907	113.55673172621509	2018-06-05T23:56:30.688Z
1	stm32	22.284161743336778	113.55750087278211	2018-06-05T23:56:47.561Z
1	stm32	22.284209554017636	113.55914491410158	2018-06-05T23:57:04.079Z
1	stm32	22.28432495602406	113.56051470242835	2018-06-05T23:57:21.216Z
1	stm32	22.284701925451575	113.56212903002498	2018-06-05T23:57:37.278Z
1	stm32	22.284853821084415	113.5627296915434	2018-06-05T23:57:53.398Z
1	stm32	22.284917349089433	113.56298911792258	2018-06-05T23:58:09.418Z
1	stm32	22.285040654459582	113.56336928430272	2018-06-05T23:58:25.460Z
1	stm32	22.285558885910174	113.56491495820174	2018-06-05T23:58:45.780Z
1	stm32	22.286298440945078	113.56628511199342	2018-06-05T23:59:02.502Z
1	stm32	22.286617623953134	113.56674218495401	2018-06-05T23:59:16.744Z
1	stm32	22.287300531750855	113.56796074663293	2018-06-05T23:59:33.404Z
1	stm32	22.287895971273265	113.56888195107898	2018-06-05T23:59:47.774Z
1	stm32	22.288059255986727	113.56933108097671	2018-06-06T00:00:01.673Z
1	stm32	22.288854531832566	113.57036713433035	2018-06-06T00:00:15.841Z
1	stm32	22.289783513095742	113.57162283633751	2018-06-06T00:00:30.031Z
1	stm32	22.291416638468167	113.57268999242514	2018-06-06T00:00:58.048Z
1	stm32	22.292439872182836	113.57307037564762	2018-06-06T00:01:12.144Z
1	stm32	22.2925993988804	113.57339780391403	2018-06-06T00:01:26.320Z
1	stm32	22.29232154232465	113.57489818162425	2018-06-06T00:01:40.421Z
1	stm32	22.29237432334867	113.57671916141915	2018-06-06T00:01:54.501Z
1	stm32	22.29224109023654	113.5778233934495	2018-06-06T00:02:08.602Z
1	stm32	22.292285130791253	113.57777746831542	2018-06-06T00:02:22.762Z
1	stm32	22.292293077192912	113.5778233967585	2018-06-06T00:02:38.764Z
1	stm32	22.293290597555373	113.57802913872598	2018-06-06T00:02:54.843Z
1	stm32	22.295697612259154	113.57837974857964	2018-06-06T00:03:10.904Z
1	stm32	22.298414309665876	113.57896602546633	2018-06-06T00:03:26.943Z
1	stm32	22.30072695234076	113.57972104205045	2018-06-06T00:03:43.066Z
1	stm32	22.302968092731362	113.58103128530044	2018-06-06T00:03:59.087Z
1	stm32	22.304215142049696	113.58170941303705	2018-06-06T00:04:15.415Z
1	stm32	22.30491266181867	113.58204399582038	2018-06-06T00:04:29.317Z
1	stm32	22.30550327397421	113.58231166788404	2018-06-06T00:04:43.345Z
1	stm32	22.305493256078883	113.58233363738957	2018-06-06T00:04:57.605Z
1	stm32	22.305497255136643	113.58233363764407	2018-06-06T00:05:11.604Z
1	stm32	22.305841020244632	113.58250143226653	2018-06-06T00:05:25.667Z
1	stm32	22.30671941415423	113.5829438952306	2018-06-06T00:05:39.746Z
1	stm32	22.324585601678372	113.60410642776273	2018-06-06T00:10:22.849Z
1	stm32	22.326228224114896	113.6022682316494	2018-06-06T00:10:39.219Z
1	stm32	22.329271775834773	113.59985158146591	2018-06-06T00:11:09.417Z
1	stm32	22.331670551396293	113.59824265413678	2018-06-06T00:11:25.840Z
1	stm32	22.33332072932382	113.59618411263017	2018-06-06T00:11:39.677Z
1	stm32	22.33495680217368	113.59494113030112	2018-06-06T00:11:53.777Z
1	stm32	22.33660869856563	113.59432371627297	2018-06-06T00:12:07.937Z
1	stm32	22.33865949678373	113.59380626366372	2018-06-06T00:12:22.579Z
1	stm32	22.340736201756574	113.59353961564365	2018-06-06T00:12:44.949Z
1	stm32	22.342681103116924	113.59289928085201	2018-06-06T00:12:50.234Z
1	stm32	22.344872870931827	113.59249477243084	2018-06-06T00:13:06.370Z
1	stm32	22.346525519257465	113.59258679699052	2018-06-06T00:13:20.610Z
1	stm32	22.347000371877613	113.59271671393542	2018-06-06T00:13:34.578Z
1	stm32	22.347021382005032	113.59268574221525	2018-06-06T00:13:50.835Z
1	stm32	22.34808603236341	113.59302851441265	2018-06-06T00:14:07.823Z
1	stm32	22.349176585901883	113.59360809661959	2018-06-06T00:14:24.856Z
1	stm32	22.349303515670552	113.59372300997609	2018-06-06T00:14:50.736Z
1	stm32	22.349324524449933	113.59369203678682	2018-06-06T00:14:55.753Z
1	stm32	22.349322524815282	113.5936920366595	2018-06-06T00:15:12.738Z
1	stm32	22.349324524449933	113.59369203678682	2018-06-06T00:15:26.812Z
1	stm32	22.349328520459405	113.59370003046317	2018-06-06T00:15:41.016Z
1	stm32	22.350022191740067	113.59421066068853	2018-06-06T00:15:55.216Z
1	stm32	22.351431606271884	113.59511804516553	2018-06-06T00:16:09.374Z
1	stm32	22.352389223474653	113.5957586315663	2018-06-06T00:16:23.158Z
1	stm32	22.352512168081898	113.59586556205272	2018-06-06T00:16:37.238Z
1	stm32	22.352791062335818	113.5960484487776	2018-06-06T00:16:51.354Z
1	stm32	22.3529699939748	113.59617037368713	2018-06-06T00:17:05.437Z
1	stm32	22.353110939779075	113.59626931299479	2018-06-06T00:17:19.939Z
1	stm32	22.353345851907235	113.59642921632987	2018-06-06T00:17:33.659Z
1	stm32	22.353646742769765	113.5966280983303	2018-06-06T00:17:47.797Z
1	stm32	22.353967646714143	113.59677202066777	2018-06-06T00:18:02.179Z
1	stm32	22.354590433469124	113.59716879490446	2018-06-06T00:18:15.963Z
1	stm32	22.355149233634425	113.59758855770998	2018-06-06T00:18:32.083Z
1	stm32	22.355287184821705	113.59769549831789	2018-06-06T00:18:48.102Z
1	stm32	22.355287184821705	113.59769549831789	2018-06-06T00:19:04.141Z
1	stm32	22.355953976743265	113.59811427894645	2018-06-06T00:19:20.264Z
1	stm32	22.35667077258568	113.59851108405783	2018-06-06T00:19:36.305Z
1	stm32	22.35666977275919	113.59851108399417	2018-06-06T00:19:50.750Z
1	stm32	22.35710166367545	113.59869400309144	2018-06-06T00:20:07.354Z
1	stm32	22.358105413933387	113.59913681103944	2018-06-06T00:20:21.423Z
1	stm32	22.359444082533322	113.59983051362343	2018-06-06T00:20:35.562Z
1	stm32	22.361011732449338	113.60056223403994	2018-06-06T00:20:49.682Z
1	stm32	22.362493418953377	113.60136294162223	2018-06-06T00:21:03.804Z
1	stm32	22.364137114668136	113.6020187515778	2018-06-06T00:21:19.874Z
1	stm32	22.365117021963897	113.60089832958627	2018-06-06T00:21:35.908Z
1	stm32	22.365726134395377	113.59918227078582	2018-06-06T00:21:51.944Z
