"_id"	busId	isGo2Work	plannedArrivalTime	routeNumber	seqNumber	stopId	updated
5af985d9ac5680781c7bb940	5af84fafac5680781c7bb904	true	8:13	6	4	5af98536ac5680781c7bb93b	2018-05-14T12:49:29.458Z
5af985eeac5680781c7bb941	5af84fafac5680781c7bb904	true	8:14	6	5	5af9854cac5680781c7bb93c	2018-05-14T12:49:50.362Z
5af9860fac5680781c7bb942	5af84fafac5680781c7bb904	true	8:30	6	6	5af85642ac5680781c7bb90c	2018-05-14T12:50:23.957Z
5af9892aac5680781c7bb94b	5af84fe6ac5680781c7bb905	true	7:20	7	1	5af98638ac5680781c7bb943	2018-05-14T13:03:38.658Z
5af98942ac5680781c7bb94c	5af84fe6ac5680781c7bb905	true	7:25	7	2	5af9864fac5680781c7bb944	2018-05-14T13:04:02.150Z
5af9895cac5680781c7bb94d	5af84fe6ac5680781c7bb905	true	7:32	7	3	5af98662ac5680781c7bb945	2018-05-14T13:04:28.677Z
5af9896eac5680781c7bb94e	5af84fe6ac5680781c7bb905	true	7:40	7	4	5af98679ac5680781c7bb946	2018-05-14T13:04:46.772Z
5af98983ac5680781c7bb94f	5af84fe6ac5680781c7bb905	true	7:42	7	5	5af9868fac5680781c7bb947	2018-05-14T13:05:07.081Z
5af98994ac5680781c7bb950	5af84fe6ac5680781c7bb905	true	7:44	7	6	5af986a4ac5680781c7bb948	2018-05-14T13:05:24.946Z
5af989a7ac5680781c7bb951	5af84fe6ac5680781c7bb905	true	7:49	7	7	5af986baac5680781c7bb949	2018-05-14T13:05:43.791Z
5af989c1ac5680781c7bb952	5af84fe6ac5680781c7bb905	true	8:02	7	8	5af986d0ac5680781c7bb94a	2018-05-14T13:06:09.883Z
5af989dbac5680781c7bb953	5af84fe6ac5680781c7bb905	true	8:30	7	9	5af85642ac5680781c7bb90c	2018-05-14T13:06:35.996Z
5af98af7ac5680781c7bb95b	5af8502dac5680781c7bb906	true	7:17	8	1	5af98a2eac5680781c7bb954	2018-05-14T13:11:19.467Z
5af98b0aac5680781c7bb95c	5af8502dac5680781c7bb906	true	7:18	8	2	5af98a40ac5680781c7bb955	2018-05-14T13:11:38.959Z
5af98b1aac5680781c7bb95d	5af8502dac5680781c7bb906	true	7:20	8	3	5af98a57ac5680781c7bb956	2018-05-14T13:11:54.229Z
5af98b2dac5680781c7bb95e	5af8502dac5680781c7bb906	true	7:24	8	4	5af98a6dac5680781c7bb957	2018-05-14T13:12:13.873Z
5af98b43ac5680781c7bb95f	5af8502dac5680781c7bb906	true	7:25	8	5	5af98a83ac5680781c7bb958	2018-05-14T13:12:35.775Z
5af98b5bac5680781c7bb960	5af8502dac5680781c7bb906	true	7:47	8	6	5af98a97ac5680781c7bb959	2018-05-14T13:12:59.058Z
5af98b70ac5680781c7bb961	5af8502dac5680781c7bb906	true	8:07	8	7	5af98ab8ac5680781c7bb95a	2018-05-14T13:13:20.850Z
5af98b7fac5680781c7bb962	5af8502dac5680781c7bb906	true	8:30	8	8	5af85642ac5680781c7bb90c	2018-05-14T13:13:35.644Z
5af98c3cac5680781c7bb969	5af8507aac5680781c7bb907	true	7:24	9	1	5af98baeac5680781c7bb963	2018-05-14T13:16:44.025Z
5af98c59ac5680781c7bb96a	5af8507aac5680781c7bb907	true	7:26	9	2	5af98bc4ac5680781c7bb964	2018-05-14T13:17:13.455Z
5af98c6fac5680781c7bb96b	5af8507aac5680781c7bb907	true	7:38	9	3	5af98bd8ac5680781c7bb965	2018-05-14T13:17:35.726Z
5af98c83ac5680781c7bb96c	5af8507aac5680781c7bb907	true	7:44	9	4	5af98becac5680781c7bb966	2018-05-14T13:17:55.357Z
5af98c92ac5680781c7bb96d	5af8507aac5680781c7bb907	true	7:48	9	5	5af98bfeac5680781c7bb967	2018-05-14T13:18:10.240Z
5af98ca8ac5680781c7bb96e	5af8507aac5680781c7bb907	true	8:08	9	6	5af98c14ac5680781c7bb968	2018-05-14T13:18:32.151Z
5af98cbeac5680781c7bb96f	5af8507aac5680781c7bb907	true	8:30	9	7	5af85642ac5680781c7bb90c	2018-05-14T13:18:54.002Z
5af98dbaac5680781c7bb976	5af850baac5680781c7bb908	true	7:32	10	1	5af98cddac5680781c7bb970	2018-05-14T13:23:06.559Z
5af98dcdac5680781c7bb977	5af850baac5680781c7bb908	true	7:40	10	2	5af98cf1ac5680781c7bb971	2018-05-14T13:23:25.146Z
5af98ddfac5680781c7bb978	5af850baac5680781c7bb908	true	7:41	10	3	5af98d08ac5680781c7bb972	2018-05-14T13:23:43.152Z
5af98df0ac5680781c7bb979	5af850baac5680781c7bb908	true	7:52	10	4	5af98d1bac5680781c7bb973	2018-05-14T13:24:00.827Z
5af98e15ac5680781c7bb97a	5af850baac5680781c7bb908	true	7:55	10	5	5af98d2cac5680781c7bb974	2018-05-14T13:24:37.572Z
5af98e36ac5680781c7bb97b	5af850baac5680781c7bb908	true	8:06	10	6	5ae83726567e17937cf407f0	2018-05-14T13:25:10.624Z
5af98e4bac5680781c7bb97c	5af850baac5680781c7bb908	true	8:30	10	7	5af85642ac5680781c7bb90c	2018-05-14T13:25:31.199Z
5af9912fac5680781c7bb982	5af850ddac5680781c7bb909	true	7:35	11	1	5af990a5ac5680781c7bb97d	2018-05-14T13:37:51.713Z
5af9914fac5680781c7bb983	5af850ddac5680781c7bb909	true	7:37	11	2	5af990b9ac5680781c7bb97e	2018-05-14T13:38:23.188Z
5af9924eac5680781c7bb984	5af850ddac5680781c7bb909	true	7:39	11	3	5af990ccac5680781c7bb97f	2018-05-14T13:42:38.196Z
5af99261ac5680781c7bb985	5af850ddac5680781c7bb909	true	7:41	11	4	5af990e1ac5680781c7bb980	2018-05-14T13:42:57.741Z
5af99287ac5680781c7bb986	5af850ddac5680781c7bb909	true	7:44	11	5	5af990f5ac5680781c7bb981	2018-05-14T13:43:35.312Z
5af992a7ac5680781c7bb987	5af850ddac5680781c7bb909	true	8:07	11	6	5af98c14ac5680781c7bb968	2018-05-14T13:44:07.560Z
5af992b5ac5680781c7bb988	5af850ddac5680781c7bb909	true	8:30	11	7	5af85642ac5680781c7bb90c	2018-05-14T13:44:21.943Z
5af994f4ac5680781c7bb98d	5af85145ac5680781c7bb90a	true	7:20	12	1	5af99480ac5680781c7bb989	2018-05-14T13:53:56.036Z
5af99510ac5680781c7bb98e	5af85145ac5680781c7bb90a	true	7:22	12	2	5af85145ac5680781c7bb90a	2018-05-14T13:54:24.085Z
5af99531ac5680781c7bb98f	5af85145ac5680781c7bb90a	true	7:43	12	3	5af994a4ac5680781c7bb98b	2018-05-14T13:54:57.160Z
5af9954eac5680781c7bb990	5af85145ac5680781c7bb90a	true	7:52	12	4	5af994baac5680781c7bb98c	2018-05-14T13:55:26.323Z
5af9956dac5680781c7bb991	5af85145ac5680781c7bb90a	true	8:02	12	5	5af986d0ac5680781c7bb94a	2018-05-14T13:55:57.627Z
5af99585ac5680781c7bb992	5af85145ac5680781c7bb90a	true	8:30	12	6	5af85642ac5680781c7bb90c	2018-05-14T13:56:21.887Z
5af9960dac5680781c7bb996	5af8517aac5680781c7bb90b	true	7:30	13	1	5af995a1ac5680781c7bb993	2018-05-14T13:58:37.920Z
5af99627ac5680781c7bb997	5af8517aac5680781c7bb90b	true	7:42	13	2	5af995b7ac5680781c7bb994	2018-05-14T13:59:03.851Z
5af99636ac5680781c7bb998	5af8517aac5680781c7bb90b	true	7:47	13	3	5af995d2ac5680781c7bb995	2018-05-14T13:59:18.209Z
5af9965bac5680781c7bb999	5af8517aac5680781c7bb90b	true	8:05	13	4	5af98ab8ac5680781c7bb95a	2018-05-14T13:59:55.815Z
5af99667ac5680781c7bb99a	5af8517aac5680781c7bb90b	true	8:30	13	5	5af85642ac5680781c7bb90c	2018-05-14T14:00:07.656Z
5afc42a7559f4143923e2134	5ae8393c3023169da447c2ae	false	18:00	1	1	5afc3d252801f3052630fe04	2018-05-16T14:39:35.822Z
5afc42a8559f4143923e2135	5ae8393c3023169da447c2ae	false	18:00	1	2	5afc341c2801f3052630fdb0	2018-05-16T14:39:36.176Z
5afc42a8559f4143923e2136	5ae8393c3023169da447c2ae	false	18:00	1	3	5afc341c2801f3052630fdb1	2018-05-16T14:39:36.229Z
5afc42a8559f4143923e2137	5ae8393c3023169da447c2ae	false	18:00	1	4	5afc341c2801f3052630fdb2	2018-05-16T14:39:36.280Z
5afc42a8559f4143923e2138	5ae8393c3023169da447c2ae	false	18:00	1	5	5afc341c2801f3052630fdb3	2018-05-16T14:39:36.329Z
5afc42a8559f4143923e2139	5ae8393c3023169da447c2ae	false	18:00	1	6	5afc341c2801f3052630fdb4	2018-05-16T14:39:36.367Z
5afc42a8559f4143923e213a	5ae8393c3023169da447c2ae	false	18:00	1	7	5afc341c2801f3052630fdb5	2018-05-16T14:39:36.404Z
5afc42a8559f4143923e213b	5ae8399c3023169da447c2af	false	18:00	2	1	5afc3d252801f3052630fe04	2018-05-16T14:39:36.440Z
5afc42a8559f4143923e213c	5ae8399c3023169da447c2af	false	18:00	2	2	5afc341c2801f3052630fdb6	2018-05-16T14:39:36.477Z
5afc42a8559f4143923e213d	5ae8399c3023169da447c2af	false	18:00	2	3	5afc341d2801f3052630fdb7	2018-05-16T14:39:36.514Z
5afc42a8559f4143923e213e	5ae8399c3023169da447c2af	false	18:00	2	4	5afc341d2801f3052630fdb8	2018-05-16T14:39:36.556Z
5afc42a8559f4143923e213f	5ae8399c3023169da447c2af	false	18:00	2	5	5afc341d2801f3052630fdb9	2018-05-16T14:39:36.611Z
5afc42a8559f4143923e2140	5ae8399c3023169da447c2af	false	18:00	2	6	5afc341d2801f3052630fdba	2018-05-16T14:39:36.658Z
5afc42a8559f4143923e2141	5ae8399c3023169da447c2af	false	18:00	2	7	5afc341d2801f3052630fdbb	2018-05-16T14:39:36.694Z
5afc42a8559f4143923e2142	5ae839d23023169da447c2b0	false	18:00	3	1	5afc3d252801f3052630fe04	2018-05-16T14:39:36.731Z
5afc42a8559f4143923e2143	5ae839d23023169da447c2b0	false	18:00	3	2	5afc341d2801f3052630fdbc	2018-05-16T14:39:36.767Z
5afc42a8559f4143923e2144	5ae839d23023169da447c2b0	false	18:00	3	3	5afc341d2801f3052630fdbd	2018-05-16T14:39:36.811Z
5afc42a8559f4143923e2145	5ae839d23023169da447c2b0	false	18:00	3	4	5afc341d2801f3052630fdbe	2018-05-16T14:39:36.847Z
5afc42a8559f4143923e2146	5ae839d23023169da447c2b0	false	18:00	3	5	5afc341d2801f3052630fdbf	2018-05-16T14:39:36.883Z
5afc42a8559f4143923e2147	5ae839d23023169da447c2b0	false	18:00	3	6	5afc341d2801f3052630fdc0	2018-05-16T14:39:36.919Z
5afc42a8559f4143923e2148	5ae839d23023169da447c2b0	false	18:00	3	7	5afc341d2801f3052630fdc1	2018-05-16T14:39:36.954Z
5afc42a8559f4143923e2149	5ae839d23023169da447c2b0	false	18:00	3	8	5afc341d2801f3052630fdc2	2018-05-16T14:39:36.990Z
5afc42a9559f4143923e214a	5ae839d23023169da447c2b0	false	18:00	3	9	5afc341d2801f3052630fdc3	2018-05-16T14:39:37.038Z
5afc42a9559f4143923e214b	5af7e7f7a649e671d91ee6d4	false	18:00	4	1	5afc3d252801f3052630fe04	2018-05-16T14:39:37.075Z
5afc42a9559f4143923e214c	5af7e7f7a649e671d91ee6d4	false	18:00	4	2	5afc341d2801f3052630fdc4	2018-05-16T14:39:37.112Z
5afc42a9559f4143923e214d	5af7e7f7a649e671d91ee6d4	false	18:00	4	3	5afc341d2801f3052630fdc5	2018-05-16T14:39:37.151Z
5afc42a9559f4143923e214e	5af7e7f7a649e671d91ee6d4	false	18:00	4	4	5afc341d2801f3052630fdc6	2018-05-16T14:39:37.190Z
5afc42a9559f4143923e214f	5af7e7f7a649e671d91ee6d4	false	18:00	4	5	5afc341d2801f3052630fdc7	2018-05-16T14:39:37.232Z
5afc42a9559f4143923e2150	5af7e7f7a649e671d91ee6d4	false	18:00	4	6	5afc341d2801f3052630fdc8	2018-05-16T14:39:37.269Z
5afc42a9559f4143923e2151	5af7e7f7a649e671d91ee6d4	false	18:00	4	7	5afc341d2801f3052630fdc9	2018-05-16T14:39:37.312Z
5afc42a9559f4143923e2152	5af7e7f7a649e671d91ee6d4	false	18:00	4	8	5afc341d2801f3052630fdca	2018-05-16T14:39:37.350Z
5afc42a9559f4143923e2153	5af7e7f7a649e671d91ee6d4	false	18:00	4	9	5afc341d2801f3052630fdcb	2018-05-16T14:39:37.395Z
5afc42a9559f4143923e2154	5af7e7f7a649e671d91ee6d4	false	18:00	4	10	5afc341d2801f3052630fdcc	2018-05-16T14:39:37.440Z
5afc42a9559f4143923e2155	5af7e7f7a649e671d91ee6d4	false	18:00	4	11	5afc341d2801f3052630fdcd	2018-05-16T14:39:37.495Z
5afc42a9559f4143923e2156	5af7e7f7a649e671d91ee6d4	false	18:00	4	12	5afc341d2801f3052630fdce	2018-05-16T14:39:37.537Z
5afc42a9559f4143923e2157	5af84f25ac5680781c7bb903	false	18:00	5	1	5afc3d252801f3052630fe04	2018-05-16T14:39:37.581Z
5afc42a9559f4143923e2158	5af84f25ac5680781c7bb903	false	18:00	5	2	5afc341d2801f3052630fdcf	2018-05-16T14:39:37.620Z
5afc42a9559f4143923e2159	5af84f25ac5680781c7bb903	false	18:00	5	3	5afc341e2801f3052630fdd0	2018-05-16T14:39:37.657Z
5afc42a9559f4143923e215a	5af84f25ac5680781c7bb903	false	18:00	5	4	5afc341e2801f3052630fdd1	2018-05-16T14:39:37.693Z
5afc42a9559f4143923e215b	5af84f25ac5680781c7bb903	false	18:00	5	5	5afc341e2801f3052630fdd2	2018-05-16T14:39:37.734Z
5afc42a9559f4143923e215c	5af84f25ac5680781c7bb903	false	18:00	5	6	5afc341e2801f3052630fdd3	2018-05-16T14:39:37.772Z
5afc42a9559f4143923e215d	5af84f25ac5680781c7bb903	false	18:00	5	7	5afc341e2801f3052630fdd4	2018-05-16T14:39:37.808Z
5afc42a9559f4143923e215e	5af84f25ac5680781c7bb903	false	18:00	5	8	5afc341e2801f3052630fdd5	2018-05-16T14:39:37.843Z
5afc42a9559f4143923e215f	5af84fafac5680781c7bb904	false	18:00	6	1	5afc3d252801f3052630fe04	2018-05-16T14:39:37.881Z
5afc42a9559f4143923e2160	5af84fafac5680781c7bb904	false	18:00	6	2	5afc341e2801f3052630fdd6	2018-05-16T14:39:37.927Z
5afc42a9559f4143923e2161	5af84fafac5680781c7bb904	false	18:00	6	3	5afc341e2801f3052630fdd7	2018-05-16T14:39:37.970Z
5afc42aa559f4143923e2162	5af84fafac5680781c7bb904	false	18:00	6	4	5afc341e2801f3052630fdd8	2018-05-16T14:39:38.008Z
5afc42aa559f4143923e2163	5af84fafac5680781c7bb904	false	18:00	6	5	5afc341e2801f3052630fdd9	2018-05-16T14:39:38.045Z
5afc42aa559f4143923e2164	5af84fafac5680781c7bb904	false	18:00	6	6	5afc341e2801f3052630fdda	2018-05-16T14:39:38.083Z
5afc42aa559f4143923e2165	5af84fafac5680781c7bb904	false	18:00	6	7	5afc341e2801f3052630fddb	2018-05-16T14:39:38.119Z
5afc42aa559f4143923e2166	5af84fe6ac5680781c7bb905	false	18:00	7	1	5afc3d252801f3052630fe04	2018-05-16T14:39:38.163Z
5afc42aa559f4143923e2167	5af84fe6ac5680781c7bb905	false	18:00	7	2	5afc341e2801f3052630fdd7	2018-05-16T14:39:38.200Z
5afc42aa559f4143923e2168	5af84fe6ac5680781c7bb905	false	18:00	7	3	5afc341e2801f3052630fdd8	2018-05-16T14:39:38.239Z
5afc42aa559f4143923e2169	5af84fe6ac5680781c7bb905	false	18:00	7	4	5afc341e2801f3052630fddc	2018-05-16T14:39:38.280Z
5afc42aa559f4143923e216a	5af8502dac5680781c7bb906	false	18:00	8	1	5afc3d252801f3052630fe04	2018-05-16T14:39:38.317Z
5afc42aa559f4143923e216b	5af8502dac5680781c7bb906	false	18:00	8	2	5afc341e2801f3052630fddd	2018-05-16T14:39:38.352Z
5afc42aa559f4143923e216c	5af8502dac5680781c7bb906	false	18:00	8	3	5afc341e2801f3052630fdde	2018-05-16T14:39:38.397Z
5afc42aa559f4143923e216d	5af8502dac5680781c7bb906	false	18:00	8	4	5afc341e2801f3052630fddf	2018-05-16T14:39:38.435Z
5afc42aa559f4143923e216e	5af8502dac5680781c7bb906	false	18:00	8	5	5afc341e2801f3052630fde0	2018-05-16T14:39:38.470Z
5afc42aa559f4143923e216f	5af8502dac5680781c7bb906	false	18:00	8	6	5afc341e2801f3052630fde1	2018-05-16T14:39:38.512Z
5afc42aa559f4143923e2170	5af8502dac5680781c7bb906	false	18:00	8	7	5afc341e2801f3052630fde2	2018-05-16T14:39:38.551Z
5afc42aa559f4143923e2171	5af8502dac5680781c7bb906	false	18:00	8	8	5afc341e2801f3052630fde3	2018-05-16T14:39:38.589Z
5afc42aa559f4143923e2172	5af8507aac5680781c7bb907	false	18:00	9	1	5afc3d252801f3052630fe04	2018-05-16T14:39:38.634Z
5afc42aa559f4143923e2173	5af8507aac5680781c7bb907	false	18:00	9	2	5afc341e2801f3052630fde4	2018-05-16T14:39:38.672Z
5afc42aa559f4143923e2174	5af8507aac5680781c7bb907	false	18:00	9	3	5afc341e2801f3052630fde5	2018-05-16T14:39:38.713Z
5afc42aa559f4143923e2175	5af8507aac5680781c7bb907	false	18:00	9	4	5afc341e2801f3052630fde6	2018-05-16T14:39:38.750Z
5afc42aa559f4143923e2176	5af8507aac5680781c7bb907	false	18:00	9	5	5afc341e2801f3052630fde7	2018-05-16T14:39:38.786Z
5afc42aa559f4143923e2177	5af8507aac5680781c7bb907	false	18:00	9	6	5afc341f2801f3052630fde8	2018-05-16T14:39:38.821Z
5afc42aa559f4143923e2178	5af8507aac5680781c7bb907	false	18:00	9	7	5afc341f2801f3052630fde9	2018-05-16T14:39:38.865Z
5afc42aa559f4143923e2179	5af8507aac5680781c7bb907	false	18:00	9	8	5afc341f2801f3052630fdea	2018-05-16T14:39:38.902Z
5afc42aa559f4143923e217a	5af850baac5680781c7bb908	false	18:00	10	1	5afc3d252801f3052630fe04	2018-05-16T14:39:38.939Z
5afc42aa559f4143923e217b	5af850baac5680781c7bb908	false	18:00	10	2	5afc341e2801f3052630fdd7	2018-05-16T14:39:38.976Z
5afc42ab559f4143923e217c	5af850baac5680781c7bb908	false	18:00	10	3	5afc341e2801f3052630fdd8	2018-05-16T14:39:39.015Z
5afc42ab559f4143923e217d	5af850baac5680781c7bb908	false	18:00	10	4	5afc341f2801f3052630fdeb	2018-05-16T14:39:39.056Z
5afc42ab559f4143923e217e	5af850baac5680781c7bb908	false	18:00	10	5	5afc341f2801f3052630fdec	2018-05-16T14:39:39.094Z
5afc42ab559f4143923e217f	5af850baac5680781c7bb908	false	18:00	10	6	5afc341f2801f3052630fded	2018-05-16T14:39:39.132Z
5afc42ab559f4143923e2180	5af850baac5680781c7bb908	false	18:00	10	7	5afc341f2801f3052630fdee	2018-05-16T14:39:39.173Z
5afc42ab559f4143923e2181	5af850baac5680781c7bb908	false	18:00	10	8	5afc341f2801f3052630fdef	2018-05-16T14:39:39.212Z
5afc42ab559f4143923e2182	5af850baac5680781c7bb908	false	18:00	10	9	5afc341f2801f3052630fdf0	2018-05-16T14:39:39.248Z
5afc42ab559f4143923e2183	5af850ddac5680781c7bb909	false	18:00	11	1	5afc3d252801f3052630fe04	2018-05-16T14:39:39.294Z
5afc42ab559f4143923e2184	5af850ddac5680781c7bb909	false	18:00	11	2	5afc341f2801f3052630fdf1	2018-05-16T14:39:39.333Z
5afc42ab559f4143923e2185	5af850ddac5680781c7bb909	false	18:00	11	3	5afc341f2801f3052630fdf2	2018-05-16T14:39:39.373Z
5afc42ab559f4143923e2186	5af850ddac5680781c7bb909	false	18:00	11	4	5afc341f2801f3052630fdf3	2018-05-16T14:39:39.411Z
5afc42ab559f4143923e2187	5af850ddac5680781c7bb909	false	18:00	11	5	5afc341f2801f3052630fdf4	2018-05-16T14:39:39.451Z
5afc42ab559f4143923e2188	5af850ddac5680781c7bb909	false	18:00	11	6	5afc341f2801f3052630fdf5	2018-05-16T14:39:39.488Z
5afc42ab559f4143923e2189	5af850ddac5680781c7bb909	false	18:00	11	7	5afc341f2801f3052630fdf6	2018-05-16T14:39:39.531Z
5afc42ab559f4143923e218a	5af850ddac5680781c7bb909	false	18:00	11	8	5afc341f2801f3052630fdf7	2018-05-16T14:39:39.568Z
5afc42ab559f4143923e218b	5af85145ac5680781c7bb90a	false	18:00	12	1	5afc3d252801f3052630fe04	2018-05-16T14:39:39.605Z
5afc42ab559f4143923e218c	5af85145ac5680781c7bb90a	false	18:00	12	2	5afc341f2801f3052630fdf8	2018-05-16T14:39:39.641Z
