"_id"	actualArrivalDate	actualStatus	actualStopId	busId	eta	isGo2Work	updated
5b05fc583166f717305eaa86	2018-05-23T23:42:16.355Z	1	5ae834df567e17937cf407e1	5ae8393c3023169da447c2ae	13	true	2018-05-23T23:42:16.355Z
5b05fc9c3166f717305eaa8b	2018-05-23T23:43:24.232Z	2	5ae834df567e17937cf407e1	5ae8393c3023169da447c2ae	13	true	2018-05-23T23:43:24.232Z
5b05fc9c3166f717305eaa8c		0	5ae83521567e17937cf407e2	5ae8393c3023169da447c2ae	13	true	2018-05-23T23:43:24.234Z
5b05fcac3166f717305eaa8e	2018-05-23T23:43:40.312Z	1	5ae83521567e17937cf407e2	5ae8393c3023169da447c2ae	13	true	2018-05-23T23:43:40.312Z
5b05fcec3166f717305eaa93	2018-05-23T23:44:44.515Z	2	5ae83521567e17937cf407e2	5ae8393c3023169da447c2ae	13	true	2018-05-23T23:44:44.515Z
5b05fcec3166f717305eaa94		0	5ae8353d567e17937cf407e3	5ae8393c3023169da447c2ae	13	true	2018-05-23T23:44:44.517Z
5b05fe233166f717305eaaa9	2018-05-23T23:49:55.617Z	1	5ae8353d567e17937cf407e3	5ae8393c3023169da447c2ae	13	true	2018-05-23T23:49:55.617Z
5b05fe313166f717305eaaab	2018-05-23T23:50:09.717Z	2	5ae8353d567e17937cf407e3	5ae8393c3023169da447c2ae	13	true	2018-05-23T23:50:09.717Z
5b05fe313166f717305eaaac		0	5af85642ac5680781c7bb90c	5ae8393c3023169da447c2ae	13	true	2018-05-23T23:50:09.719Z
5b06085c3166f717305eaacf	2018-05-24T00:33:32.663Z	1	5af85642ac5680781c7bb90c	5ae8393c3023169da447c2ae	13	true	2018-05-24T00:33:32.663Z
5b0608993166f717305eaad3	2018-05-24T00:34:33.064Z	2	5af85642ac5680781c7bb90c	5ae8393c3023169da447c2ae	13	true	2018-05-24T00:34:33.064Z
5b06ca963166f717305eabf7		1	5ae83590567e17937cf407e5	5ae8399c3023169da447c2af	4	true	2018-05-24T14:22:14.396Z
5b06cac93166f717305eabf8		0	5ae83673567e17937cf407eb	5ae839d23023169da447c2b0	4	true	2018-05-24T14:23:05.354Z
5b06d02d3166f717305eabf9		0	5ae8355a567e17937cf407e4	5ae8399c3023169da447c2af	4	true	2018-05-24T14:46:05.510Z
5b06d0703166f717305eabfa		1	5ae8355a567e17937cf407e4	5ae8399c3023169da447c2af	4	true	2018-05-24T14:47:12.539Z
5b06d0b43166f717305eabfb		1	5ae8355a567e17937cf407e4	5ae8399c3023169da447c2af	4	true	2018-05-24T14:48:20.057Z
5b06d15a3166f717305eabfc		2	5ae8355a567e17937cf407e4	5ae8399c3023169da447c2af	4	true	2018-05-24T14:51:06.235Z
5b06d1a53166f717305eabfd		0	5ae83590567e17937cf407e5	5ae8399c3023169da447c2af	4	true	2018-05-24T14:52:21.150Z
5b06d1c03166f717305eabfe		1	5ae83590567e17937cf407e5	5ae8399c3023169da447c2af	4	true	2018-05-24T14:52:48.256Z
5b06d1e93166f717305eabff		0	5ae8399c3023169da447c2af	5ae8399c3023169da447c2af	4	true	2018-05-24T14:53:29.722Z
5b06d2113166f717305eac00		0	5af85642ac5680781c7bb90c	5ae8399c3023169da447c2af	4	true	2018-05-24T14:54:09.925Z
5b06d2243166f717305eac01		1	5af85642ac5680781c7bb90c	5ae8399c3023169da447c2af	4	true	2018-05-24T14:54:28.709Z
5b06d2333166f717305eac02		2	5af85642ac5680781c7bb90c	5ae8399c3023169da447c2af	4	true	2018-05-24T14:54:43.673Z
5b06d3703166f717305eac03	2018-05-24T15:00:00.469Z	0	5ae83320748fb2a67c5f6e54	5ae8393c3023169da447c2ae	1	true	2018-05-24T15:00:00.469Z
5b06d3703166f717305eac05	2018-05-24T15:00:00.471Z	0	5ae8355a567e17937cf407e4	5ae8399c3023169da447c2af	1	true	2018-05-24T15:00:00.471Z
5b06d3703166f717305eac07	2018-05-24T15:00:00.471Z	0	5ae83659567e17937cf407ea	5ae839d23023169da447c2b0	1	true	2018-05-24T15:00:00.471Z
5b06d3703166f717305eac09	2018-05-24T15:00:00.473Z	0	5af85782ac5680781c7bb910	5af7e7f7a649e671d91ee6d4	1	true	2018-05-24T15:00:00.473Z
5b06d3703166f717305eac0b	2018-05-24T15:00:00.474Z	0	5af85a75ac5680781c7bb927	5af84f25ac5680781c7bb903	1	true	2018-05-24T15:00:00.474Z
5b06d3703166f717305eac0d	2018-05-24T15:00:00.476Z	0	5af984f3ac5680781c7bb938	5af84fafac5680781c7bb904	1	true	2018-05-24T15:00:00.476Z
5b06d3703166f717305eac0f	2018-05-24T15:00:00.479Z	0	5af98638ac5680781c7bb943	5af84fe6ac5680781c7bb905	1	true	2018-05-24T15:00:00.479Z
5b06d3703166f717305eac11	2018-05-24T15:00:00.480Z	0	5af98a2eac5680781c7bb954	5af8502dac5680781c7bb906	1	true	2018-05-24T15:00:00.480Z
5b06d3703166f717305eac13	2018-05-24T15:00:00.481Z	0	5af98baeac5680781c7bb963	5af8507aac5680781c7bb907	1	true	2018-05-24T15:00:00.481Z
5b06d3703166f717305eac15	2018-05-24T15:00:00.484Z	0	5af98cddac5680781c7bb970	5af850baac5680781c7bb908	1	true	2018-05-24T15:00:00.484Z
5b06d3703166f717305eac17	2018-05-24T15:00:00.485Z	0	5af990a5ac5680781c7bb97d	5af850ddac5680781c7bb909	1	true	2018-05-24T15:00:00.485Z
5b06d3703166f717305eac19	2018-05-24T15:00:00.486Z	0	5af99480ac5680781c7bb989	5af85145ac5680781c7bb90a	1	true	2018-05-24T15:00:00.486Z
5b06d3703166f717305eac1b	2018-05-24T15:00:00.491Z	0	5af995a1ac5680781c7bb993	5af8517aac5680781c7bb90b	1	true	2018-05-24T15:00:00.491Z
5b06d3703166f717305eac1d	2018-05-24T15:00:00.494Z	0	5afc3d252801f3052630fe04	5ae8393c3023169da447c2ae	1	false	2018-05-24T15:00:00.494Z
5b06d3703166f717305eac1f	2018-05-24T15:00:00.495Z	0	5afc3d252801f3052630fe04	5ae8399c3023169da447c2af	1	false	2018-05-24T15:00:00.495Z
5b06d3703166f717305eac21	2018-05-24T15:00:00.497Z	0	5afc3d252801f3052630fe04	5ae839d23023169da447c2b0	1	false	2018-05-24T15:00:00.497Z
5b06d3703166f717305eac23	2018-05-24T15:00:00.499Z	0	5afc3d252801f3052630fe04	5af7e7f7a649e671d91ee6d4	1	false	2018-05-24T15:00:00.499Z
5b06d3703166f717305eac25	2018-05-24T15:00:00.501Z	0	5afc3d252801f3052630fe04	5af84f25ac5680781c7bb903	1	false	2018-05-24T15:00:00.501Z
5b06d3703166f717305eac27	2018-05-24T15:00:00.502Z	0	5afc3d252801f3052630fe04	5af84fafac5680781c7bb904	1	false	2018-05-24T15:00:00.502Z
5b06d3703166f717305eac29	2018-05-24T15:00:00.504Z	0	5afc3d252801f3052630fe04	5af84fe6ac5680781c7bb905	1	false	2018-05-24T15:00:00.504Z
5b06d3703166f717305eac2b	2018-05-24T15:00:00.508Z	0	5afc3d252801f3052630fe04	5af8502dac5680781c7bb906	1	false	2018-05-24T15:00:00.508Z
5b06d3703166f717305eac2d	2018-05-24T15:00:00.511Z	0	5afc3d252801f3052630fe04	5af8507aac5680781c7bb907	1	false	2018-05-24T15:00:00.511Z
5b06d3703166f717305eac2f	2018-05-24T15:00:00.512Z	0	5afc3d252801f3052630fe04	5af850baac5680781c7bb908	1	false	2018-05-24T15:00:00.512Z
5b06d3703166f717305eac31	2018-05-24T15:00:00.512Z	0	5afc3d252801f3052630fe04	5af850ddac5680781c7bb909	1	false	2018-05-24T15:00:00.512Z
5b06d3703166f717305eac33	2018-05-24T15:00:00.514Z	0	5afc3d252801f3052630fe04	5af85145ac5680781c7bb90a	1	false	2018-05-24T15:00:00.514Z
5b06d3703166f717305eac35	2018-05-24T15:00:00.515Z	0	5afc3d252801f3052630fe04	5af8517aac5680781c7bb90b	1	false	2018-05-24T15:00:00.515Z
5b06d37053296f000f447d38	2018-05-24T15:00:00.554Z	0	5ae83320748fb2a67c5f6e54	5ae8393c3023169da447c2ae	1	true	2018-05-24T15:00:00.554Z
5b06d37053296f000f447d3a	2018-05-24T15:00:00.557Z	0	5af984f3ac5680781c7bb938	5af84fafac5680781c7bb904	1	true	2018-05-24T15:00:00.557Z
5b06d37053296f000f447d3c	2018-05-24T15:00:00.558Z	0	5af990a5ac5680781c7bb97d	5af850ddac5680781c7bb909	1	true	2018-05-24T15:00:00.558Z
5b06d37053296f000f447d3e	2018-05-24T15:00:00.558Z	0	5ae8355a567e17937cf407e4	5ae8399c3023169da447c2af	1	true	2018-05-24T15:00:00.558Z
5b06d37053296f000f447d42	2018-05-24T15:00:00.559Z	0	5af99480ac5680781c7bb989	5af85145ac5680781c7bb90a	1	true	2018-05-24T15:00:00.559Z
5b06d37053296f000f447d44	2018-05-24T15:00:00.559Z	0	5ae83659567e17937cf407ea	5ae839d23023169da447c2b0	1	true	2018-05-24T15:00:00.559Z
5b06d37053296f000f447d40	2018-05-24T15:00:00.559Z	0	5af98638ac5680781c7bb943	5af84fe6ac5680781c7bb905	1	true	2018-05-24T15:00:00.559Z
5b06d37053296f000f447d46	2018-05-24T15:00:00.559Z	0	5af98a2eac5680781c7bb954	5af8502dac5680781c7bb906	1	true	2018-05-24T15:00:00.559Z
5b06d37053296f000f447d48	2018-05-24T15:00:00.560Z	0	5af85782ac5680781c7bb910	5af7e7f7a649e671d91ee6d4	1	true	2018-05-24T15:00:00.560Z
5b06d37053296f000f447d4a	2018-05-24T15:00:00.560Z	0	5af98baeac5680781c7bb963	5af8507aac5680781c7bb907	1	true	2018-05-24T15:00:00.560Z
5b06d37053296f000f447d50	2018-05-24T15:00:00.561Z	0	5afc3d252801f3052630fe04	5ae8399c3023169da447c2af	1	false	2018-05-24T15:00:00.561Z
5b06d37053296f000f447d4c	2018-05-24T15:00:00.560Z	0	5af85a75ac5680781c7bb927	5af84f25ac5680781c7bb903	1	true	2018-05-24T15:00:00.560Z
5b06d37053296f000f447d4e	2018-05-24T15:00:00.561Z	0	5af98cddac5680781c7bb970	5af850baac5680781c7bb908	1	true	2018-05-24T15:00:00.561Z
5b06d37053296f000f447d52	2018-05-24T15:00:00.568Z	0	5afc3d252801f3052630fe04	5ae839d23023169da447c2b0	1	false	2018-05-24T15:00:00.568Z
5b06d37053296f000f447d54	2018-05-24T15:00:00.568Z	0	5afc3d252801f3052630fe04	5af8502dac5680781c7bb906	1	false	2018-05-24T15:00:00.568Z
5b06d37053296f000f447d56	2018-05-24T15:00:00.568Z	0	5afc3d252801f3052630fe04	5af8517aac5680781c7bb90b	1	false	2018-05-24T15:00:00.568Z
5b06d37053296f000f447d58	2018-05-24T15:00:00.569Z	0	5afc3d252801f3052630fe04	5af7e7f7a649e671d91ee6d4	1	false	2018-05-24T15:00:00.569Z
5b06d37053296f000f447d5a	2018-05-24T15:00:00.569Z	0	5afc3d252801f3052630fe04	5af8507aac5680781c7bb907	1	false	2018-05-24T15:00:00.569Z
5b06d37053296f000f447d5c	2018-05-24T15:00:00.570Z	0	5af995a1ac5680781c7bb993	5af8517aac5680781c7bb90b	1	true	2018-05-24T15:00:00.570Z
5b06d37053296f000f447d60	2018-05-24T15:00:00.570Z	0	5afc3d252801f3052630fe04	5af850baac5680781c7bb908	1	false	2018-05-24T15:00:00.570Z
5b06d37053296f000f447d64	2018-05-24T15:00:00.571Z	0	5afc3d252801f3052630fe04	5af84fafac5680781c7bb904	1	false	2018-05-24T15:00:00.571Z
5b06d37053296f000f447d5e	2018-05-24T15:00:00.570Z	0	5afc3d252801f3052630fe04	5af84f25ac5680781c7bb903	1	false	2018-05-24T15:00:00.570Z
5b06d37053296f000f447d62	2018-05-24T15:00:00.571Z	0	5afc3d252801f3052630fe04	5ae8393c3023169da447c2ae	1	false	2018-05-24T15:00:00.571Z
5b06d37053296f000f447d66	2018-05-24T15:00:00.571Z	0	5afc3d252801f3052630fe04	5af850ddac5680781c7bb909	1	false	2018-05-24T15:00:00.571Z
5b06d37053296f000f447d6a	2018-05-24T15:00:00.572Z	0	5afc3d252801f3052630fe04	5af85145ac5680781c7bb90a	1	false	2018-05-24T15:00:00.572Z
5b06d37053296f000f447d68	2018-05-24T15:00:00.572Z	0	5afc3d252801f3052630fe04	5af84fe6ac5680781c7bb905	1	false	2018-05-24T15:00:00.572Z
5b0749533166f717305eac38	2018-05-24T23:22:59.294Z	1	5ae83320748fb2a67c5f6e54	5ae8393c3023169da447c2ae	13	true	2018-05-24T23:22:59.294Z
5b0749963166f717305eac3d	2018-05-24T23:24:06.753Z	2	5ae83320748fb2a67c5f6e54	5ae8393c3023169da447c2ae	13	true	2018-05-24T23:24:06.753Z
5b0749963166f717305eac3e		0	5ae8334c748fb2a67c5f6e55	5ae8393c3023169da447c2ae	13	true	2018-05-24T23:24:06.755Z
5b074a2b3166f717305eac48	2018-05-24T23:26:35.905Z	1	5ae8334c748fb2a67c5f6e55	5ae8393c3023169da447c2ae	13	true	2018-05-24T23:26:35.905Z
5b074a5c3166f717305eac4c	2018-05-24T23:27:24.102Z	2	5ae8334c748fb2a67c5f6e55	5ae8393c3023169da447c2ae	13	true	2018-05-24T23:27:24.102Z
5b074a5c3166f717305eac4d		0	5ae8336c748fb2a67c5f6e56	5ae8393c3023169da447c2ae	13	true	2018-05-24T23:27:24.103Z
5b074d4a3166f717305eac7e	2018-05-24T23:39:54.112Z	1	5ae8336c748fb2a67c5f6e56	5ae8393c3023169da447c2ae	13	true	2018-05-24T23:39:54.113Z
