|latitude|longitude|routeNumber|updated|plannedArrivalTime|device|segment|ATE
166|22.273848|113.5494|1|2018-05-22 23:45:21.794|7:40|0|2|2018-05-22 23:49:29.044
167|22.273853|113.54943100000001|1|2018-05-22 23:45:37.876|7:40|0|2|2018-05-22 23:49:29.044
168|22.273865|113.549477|1|2018-05-22 23:45:54.353|7:40|0|2|2018-05-22 23:49:29.044
169|22.273907|113.549667|1|2018-05-22 23:46:11.314|7:40|0|2|2018-05-22 23:49:29.044
170|22.274071|113.550545|1|2018-05-22 23:46:27.896|7:40|0|2|2018-05-22 23:49:29.044
171|22.274378|113.55226100000002|1|2018-05-22 23:46:44.518|7:40|0|2|2018-05-22 23:49:29.044
172|22.274487|113.55281799999999|1|2018-05-22 23:47:00.875|7:40|0|2|2018-05-22 23:49:29.044
173|22.274487|113.55281799999999|1|2018-05-22 23:47:16.997|7:40|0|2|2018-05-22 23:49:29.044
174|22.274487|113.552826|1|2018-05-22 23:47:33.176|7:40|0|2|2018-05-22 23:49:29.044
175|22.274485000000002|113.55281799999999|1|2018-05-22 23:47:50.041|7:40|0|2|2018-05-22 23:49:29.044
176|22.274488|113.552826|1|2018-05-22 23:48:06.058|7:40|0|2|2018-05-22 23:49:29.044
177|22.274488|113.552826|1|2018-05-22 23:48:22.181|7:40|0|2|2018-05-22 23:49:29.044
178|22.27449|113.552826|1|2018-05-22 23:48:38.181|7:40|0|2|2018-05-22 23:49:29.044
179|22.274654|113.553276|1|2018-05-22 23:48:54.301|7:40|0|2|2018-05-22 23:49:29.044
180|22.275917|113.55309299999999|1|2018-05-22 23:49:11.723|7:40|0|2|2018-05-22 23:49:29.044
181|22.278963|113.552704|1|2018-05-22 23:49:47.594|8:30|0|1|2018-05-23 00:22:53.412
182|22.279097|113.55266599999999|1|2018-05-22 23:50:05.894|8:30|0|1|2018-05-23 00:22:53.412
183|22.279179|113.55265800000001|1|2018-05-22 23:50:22.491|8:30|0|1|2018-05-23 00:22:53.412
184|22.279182000000002|113.55265800000001|1|2018-05-22 23:50:38.811|8:30|0|1|2018-05-23 00:22:53.412
185|22.280079|113.552498|1|2018-05-22 23:50:55.511|8:30|0|1|2018-05-23 00:22:53.412
186|22.280096|113.552498|1|2018-05-22 23:51:11.716|8:30|0|1|2018-05-23 00:22:53.412
187|22.280094000000002|113.552498|1|2018-05-22 23:51:27.635|8:30|0|1|2018-05-23 00:22:53.412
188|22.280094000000002|113.552498|1|2018-05-22 23:51:44.971|8:30|0|1|2018-05-23 00:22:53.412
189|22.280094000000002|113.552498|1|2018-05-22 23:52:02.493|8:30|0|1|2018-05-23 00:22:53.412
190|22.280094000000002|113.552498|1|2018-05-22 23:52:18.532|8:30|0|1|2018-05-23 00:22:53.412
191|22.280094000000002|113.552498|1|2018-05-22 23:52:35.833|8:30|0|1|2018-05-23 00:22:53.412
192|22.280525|113.552429|1|2018-05-22 23:52:52.614|8:30|0|1|2018-05-23 00:22:53.412
193|22.282536|113.55214699999999|1|2018-05-22 23:53:09.572|8:30|0|1|2018-05-23 00:22:53.412
